"id","fqdn/ip","port","severity","finding","cve","cwe"
"clientsimulation-java_2106","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-go_1178","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-libressl_336","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_CHACHA20_POLY1305_SHA256","",""
"clientsimulation-openssl_102e","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-openssl_111d","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-openssl_315","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-openssl_350","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-apple_mail_16_0","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.2 ECDHE-ECDSA-AES128-GCM-SHA256","",""
"clientsimulation-thunderbird_91_9","developers.cardano.org/75.2.60.5","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"rating_spec","developers.cardano.org/75.2.60.5","443","INFO","SSL Labs's 'SSL Server Rating Guide' (version 2009r from 2025-05-16)","",""
"rating_doc","developers.cardano.org/75.2.60.5","443","INFO","https://github.com/ssllabs/research/wiki/SSL-Server-Rating-Guide","",""
"protocol_support_score","developers.cardano.org/75.2.60.5","443","INFO","100","",""
"protocol_support_score_weighted","developers.cardano.org/75.2.60.5","443","INFO","30","",""
"key_exchange_score","developers.cardano.org/75.2.60.5","443","INFO","100","",""
"key_exchange_score_weighted","developers.cardano.org/75.2.60.5","443","INFO","30","",""
"cipher_strength_score","developers.cardano.org/75.2.60.5","443","INFO","60","",""
"cipher_strength_score_weighted","developers.cardano.org/75.2.60.5","443","INFO","24","",""
"final_score","developers.cardano.org/75.2.60.5","443","INFO","84","",""
"overall_grade","developers.cardano.org/75.2.60.5","443","OK","A+","",""
